名稱,郵遞區號,地址,相對位置,營業時間,座標x,座標y,儲格數,櫃型,備註,付費方式
中埔郵局ｉ郵箱,60600,嘉義縣中埔鄉中埔村167號,門口左側,24小時,120.522921,23.424819,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
金玉堂太保店ｉ郵箱,61200,嘉義縣太保市中山路2段183-1號,門口左側,24小時,120.368802,23.499945,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義保安郵局ｉ郵箱,60000,嘉義市西區保安一路241號,門口右側,24小時,120.434951,23.492925,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
遠東百貨嘉義店ｉ郵箱,60000,嘉義市西區垂楊路537號,鄰近停車場的側門之右側,24小時,120.440959,23.472492,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
六腳蒜頭郵局ｉ郵箱,61500,嘉義縣六腳鄉蒜頭村126之1號,局屋前空地左側公告欄,24小時,120.292159,23.492659,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
東石郵局ｉ郵箱,61400,嘉義縣東石鄉東石村34號,大門口右側外牆，窗戶前空地。,24小時,120.150513,23.455856,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
布袋過溝郵局ｉ郵箱,62500,嘉義縣布袋鎮中安里頂厝11號,ATM自助區門口左側空地。,24小時,120.182081,23.420311,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
羅東南豪社區ｉ郵箱,26500,宜蘭縣羅東鎮體育路40號,活動中心門口左側,24小時,121.766174,24.670020,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
五結二結郵局ｉ郵箱,26800,宜蘭縣五結鄉二結路27號,郵局大門右側,24小時,121.768050,24.702870,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
宜蘭渭水路郵局ｉ郵箱,26000,宜蘭縣宜蘭市中山路2段275號,郵局大門左側,24小時,121.752280,24.753470,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
羅東大同路郵局ｉ郵箱,26500,宜蘭縣羅東鎮大同路44-6號,郵局大門右側,24小時,121.773827,24.680055,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘇澳蘇西里郵局ｉ郵箱,27000,宜蘭縣蘇澳鎮中山路1段253號,郵局大門右側,24小時,121.843092,24.595596,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
宜蘭大坡路郵局ｉ郵箱,26000,宜蘭縣宜蘭市大坡路2段225號,郵局大門右側,24小時,121.740581,24.779307,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份忠孝社區ｉ郵箱,35100,苗栗縣頭份市忠孝二路83號,忠孝里社區活動中心正門口右邊,24小時,120.909243,24.692691,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份民生社區ｉ郵箱,35100,苗栗縣頭份市中華路595號,民生社區活動中心左邊側門,24小時,120.898115,24.678171,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
竹南郵局ｉ郵箱,35000,苗栗縣竹南鎮民族街86號,郵局側門旁,24小時,120.878585,24.685852,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
通霄白沙屯郵局ｉ郵箱,35700,苗栗縣通霄鎮白東里142號,門口右側,24小時,120.708871,24.564439,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
淡水淡大金雞母社區ｉ郵箱,25100,新北市淡水區北新路184巷266號1樓,L1棟與L2棟一樓入口處,24小時,121.451519,25.176720,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
寶山有謙家園ｉ郵箱,30800,新竹縣寶山鄉有謙路6號,大門右側,24小時,121.019738,24.748479,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
新竹仙宮里民活動中心ｉ郵箱,30000,新竹市東區寶山路452巷(仙宮公園內),仙宮公園內,24小時,120.990130,24.784100,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖口中正村活動中心ｉ郵箱,30300,新竹縣湖口鄉中正二路70號,大門右側,24小時,121.046786,24.894768,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖口信勢村活動中心ｉ郵箱,30300,新竹縣湖口鄉明德街296號,大門右側,24小時,121.038248,24.901858,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
湖口信義村活動中心ｉ郵箱,30300,新竹縣湖口鄉中山二街72號,大門左側,24小時,121.040356,24.895609,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鹿港彰濱大姆哥商場ｉ郵箱,50500,彰化縣鹿港鎮鹿工南一路5號,大門右側,24小時,120.411709,24.076591,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
田中新聖宮ｉ郵箱,52000,彰化縣田中鎮中南路3段286巷14號,廟宇右側,24小時,120.595270,23.854460,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
員林宜輪有限公司ｉ郵箱,51000,彰化縣員林市員集路2段116號,大門左側,24小時,120.576459,23.938708,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺東卑南郵局ｉ郵箱,95000,臺東縣臺東市更生路1308號,自助郵局區,24小時,121.127600,22.776900,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
西螺埔心郵局ｉ郵箱,64800,雲林縣西螺鎮埔心路164號,郵局入口右前方,24小時,120.441438,23.798236,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
古坑東和郵局ｉ郵箱,64600,雲林縣古坑鄉文化路96號,門口右側,24小時,120.569048,23.683781,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中壢青埔郵局ｉ郵箱,32000,桃園市中壢區高鐵南路2段289號,自助郵局區,24小時,121.204570,25.002400,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺北金南自助郵局ｉ郵箱,10600,臺北市大安區愛國東路及金山南路轉角處,自助郵局內,24小時,121.524339,25.030905,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍井東海井本書香ｉ郵箱,43400,臺中市龍井區新興路55巷22號,大門外左側,24小時,120.585820,24.181130,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中總太聚作ｉ郵箱,40600,臺中市北屯區環太東路520號,D棟側門右側,24小時,120.730610,24.159120,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺中東區區公所ｉ郵箱,40100,臺中市東區長福路245號,大門左側,24小時,120.703941,24.136564,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三峽觀天下ｉ郵箱,23700,新北市三峽區中華路137巷2號,大同路196號社區出入口,24小時,121.371010,24.927220,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
鶯歌非洗不可光明店ｉ郵箱,23900,新北市鶯歌區光明街142號,大門內右側牆面,24小時,121.344625,24.955913,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中正大學學生宿舍ｉ郵箱,62100,嘉義縣民雄鄉三興村163號,學生宿舍CD棟迴廊牆面,24小時,120.469633,23.560402,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
旗山大洲郵局ｉ郵箱,84200,高雄市旗山區旗南二路192之1號,大門右側,24小時,120.463617,22.841952,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園海王經貿廣場ｉ郵箱,33000,桃園市桃園區春日路1492號,管理室左側,24小時,121.305260,25.030040,70,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楊梅珍多利有限公司ｉ郵箱,32600,桃園市楊梅區湖山街19號,大門右側,24小時,121.118926,24.908506,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龍潭上華市民活動中心ｉ郵箱,32500,桃園市龍潭區大順路209號,入口處左側,24小時,121.217819,24.850758,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
中壢合悅緣社區ｉ郵箱,32000,桃園市中壢區復華9街92號,大門右側,24小時,121.247150,24.975508,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃園同德社區活動中心ｉ郵箱,33000,桃園市桃園區永安北路500號,大門左側,24小時,121.292272,25.019604,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龜山長庚養生村A棟ｉ郵箱,33300,桃園市龜山區長青路2號2F,2樓超商前,24小時,121.370412,25.019768,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龜山長庚醫護新村ｉ郵箱,33300,桃園市龜山區長庚醫護新村80號,B1超商前,24小時,121.384778,25.057926,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘆竹大竹郵局ｉ郵箱,33800,桃園市蘆竹區大竹路385號,營業廳出入口左側,24小時,121.264670,25.020410,50,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
楊梅阿曼妮寵物美容坊ｉ郵箱,32600,桃園市楊梅區裕成路25號,大門左側,24小時,121.162941,24.904943,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
龜山華亞園區服務中心ｉ郵箱,33300,桃園市龜山區文化二路176號,管理中心後門右側,24小時,121.372828,25.050810,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
大溪三仁宮ｉ郵箱,33500,桃園市大溪區仁德十街22-1號,大門左側,24小時,121.284013,24.911419,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
平鎮北勢市民活動中心ｉ郵箱,32400,桃園市平鎮區振平街153號,大門右側,24小時,121.220569,24.942557,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
太保嘉太郵局ｉ郵箱,61200,嘉義縣太保市嘉太工業區中興路1號,門口右側,24小時,120.362567,23.509281,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
朴子海通路郵局ｉ郵箱,61300,嘉義縣朴子市永和里4-2號,ATM右邊牆面,24小時,120.238862,23.463837,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
嘉義玉山郵局(2)ｉ郵箱,60000,嘉義市西區中興路672號,ATM服務區右側牆面,24小時,120.428542,23.472652,60,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
義竹郵局ｉ郵箱,62400,嘉義縣義竹鄉仁里村422-2號,門口右側,24小時,120.243356,23.337337,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
弘安藥粧嘉義興業店ｉ郵箱,60000,嘉義市西區興業西路311號,門口左側,24小時,120.438752,23.467711,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
布袋郵局ｉ郵箱,62500,嘉義縣布袋鎮九龍里入船路2號,大門右側,24小時,120.157998,23.377942,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
羅東漢民社區ｉ郵箱,26500,宜蘭縣羅東鎮純精路1段219號,大門右側,24小時,121.763535,24.674011,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
宜蘭縣總工會ｉ郵箱,26000,宜蘭縣宜蘭市環河路111號,大樓入口樓梯正面左側,24小時,121.750787,24.762558,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
羅東日月興超市仁愛店ｉ郵箱,26500,宜蘭縣羅東鎮復興路3段78號,入口左側,24小時,121.762343,24.693706,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三星郵局ｉ郵箱,26600,宜蘭縣三星鄉太平路134號,ATM左側,24小時,121.652840,24.666880,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
五結郵局ｉ郵箱,26800,宜蘭縣五結鄉自強路165號,ATM右側,24小時,121.797704,24.683938,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
蘇澳馬賽郵局ｉ郵箱,27000,宜蘭縣蘇澳鎮大同路226號,郵局大門右側,24小時,121.832640,24.626840,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份斗煥郵局ｉ郵箱,35100,苗栗縣頭份市中正二路157號,大門左側,24小時,120.944612,24.681711,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
苗栗福星郵局ｉ郵箱,36000,苗栗縣苗栗市中華路629號,門口右側,24小時,120.824897,24.585470,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
竹南龍山帝寶ｉ郵箱,35000,苗栗縣竹南鎮龍山路3段219號,龍山帝寶大廈門口,24小時,120.882726,24.702662,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
頭份崇仁街ｉ郵箱,35100,苗栗縣頭份市崇仁街3號,ATM區外,24小時,120.903903,24.683174,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
內門郵局ｉ郵箱,84500,高雄市內門區內埔121號,大門右側,24小時,120.461526,22.938901,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
杉林郵局ｉ郵箱,84600,高雄市杉林區山仙路26號,大門左側,24小時,120.540621,22.972987,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
美濃中壇郵局ｉ郵箱,84300,高雄市美濃區中興路1段788號,大門左側,24小時,120.531590,22.886655,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
甲仙郵局ｉ郵箱,84700,高雄市甲仙區林森路44號,大門右側,24小時,120.589058,23.082997,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
那瑪夏郵局ｉ郵箱,84900,高雄市那瑪夏區達卡努瓦里大光巷230號,大門左側,24小時,120.720396,23.276801,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
六龜郵局ｉ郵箱,84400,高雄市六龜區光復路173號,大門右側,24小時,120.635555,22.994378,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
桃源郵局ｉ郵箱,84800,高雄市桃源區南進巷182號,大門左側,24小時,120.764019,23.158798,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄南台灣超市宏平店ｉ郵箱,81200,高雄市小港區宏平路136號,大門左側,24小時,120.362583,22.570773,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
岡山佳來五金百貨廣場ｉ郵箱,82000,高雄市岡山區柳橋東路11號,入口右側大同3C旁,24小時,120.292860,22.790917,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄亞熱帶花園社區ｉ郵箱,82500,高雄市橋頭區公園南街13號,A棟大樓管理室(限社區內部使用),24小時,120.265917,22.741662,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
合發前金立體停車場ｉ郵箱,80100,高雄市前金區前金二街30號,入口繳費機旁,24小時,120.293039,22.627374,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
前鎮東急文具保泰店ｉ郵箱,80600,高雄市前鎮區保泰路75號,門口右側,24小時,120.328080,22.600100,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
左營松上羽球館ｉ郵箱,81300,高雄市左營區文學路265號,活動中心門口右側,24小時,120.313182,22.688591,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
仁武麗纓宸婦嬰倉儲ｉ郵箱,81400,高雄市仁武區鳳仁路22之30號,大門左側,24小時,120.357192,22.679039,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
澄清湖郵局ｉ郵箱,80700,高雄市三民區澄清路643號,自助服務區入口左側,24小時,120.346378,22.644572,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
正修科大文山學園ｉ郵箱,83000,高雄市鳳山區文濱路69號,門口右側,24小時,120.348640,22.640937,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
仁武奇美藥局ｉ郵箱,81400,高雄市仁武區中華路40號,門口左側,24小時,120.348032,22.698001,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄宏平郵局ｉ郵箱,81200,高雄市小港區宏平路322號,自助服務區,24小時,120.360432,22.569977,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
高雄英德街郵局ｉ郵箱,80600,高雄市前鎮區英德街149號,正門左側,24小時,120.321463,22.613982,20,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
聯合大學二坪校區ｉ郵箱,36000,苗栗縣苗栗市恭敬里聯大1號B1,紅夢樓B1F,24小時,120.812251,24.544147,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
三義勝興村ｉ郵箱,36700,苗栗縣三義鄉勝興88號,鐵道自行車勝興站洗手間對面,24小時,120.781941,24.388303,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南永新社區E區ｉ郵箱,74400,臺南市新市區永華三街1號,管委會辦公室(社區專用),24小時,120.293412,23.059535,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南太子文化社區ｉ郵箱,70100,臺南市東區崇善五街5號,大門內右後側靠牆處(社區專用),24小時,120.229964,22.973954,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南久品上文具行ｉ郵箱,70400,臺南市北區和緯路5段58號,大門左側,24小時,120.184710,23.006484,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
永康中華世貿大樓ｉ郵箱,71000,臺南市永康區中華路425號,大廳管理桌左前方,24小時,120.232429,23.009984,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南國家新境ｉ郵箱,70100,臺南市東區林森路1段149號,大門左側,24小時,120.215103,22.982449,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南流行之星麻豆店ｉ郵箱,72100,臺南市麻豆區中正路366號,大門右側,24小時,120.253144,23.189618,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
臺南流行之星安南店ｉ郵箱,70900,臺南市安南區海佃路1段36號,大門右側,24小時,120.192394,23.021258,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
玉井郵局ｉ郵箱,71400,臺南市玉井區中正路19號,殘障坡道前,24小時,120.459516,23.122892,30,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
安定郵局ｉ郵箱,74500,臺南市安定區保西里449號,ATM自助服務區,24小時,120.236592,23.121828,40,四代櫃,(智慧郵筒),郵政金融卡/悠遊卡/一卡通/愛金卡
